0.113195775,3.732701828,6365.456248,0,0,Angry
0.124085194,3.373823311,6365.457803,0,0,Angry
0.092494467,4.039595582,6365.450299,0,0,Normal
0.115412272,3.126384396,6365.462645,0,0,Angry
0.136879402,3.609535987,6365.443426,0,0,Angry
0.115587376,3.719480592,6365.459387,0,0,Angry
0.136975978,3.598978173,6365.45472,0,0,Angry
0.127053602,2.680841766,6365.46432,0,0,Angry
0.129908855,2.996551639,6365.45322,0,0,Angry
0.131572942,3.261433332,6365.466028,0,0,Angry
0.22592279,3.264655544,6365.440836,0,0,Angry
0.193487896,3.345977556,6365.447479,0,0,Angry
0.153767592,2.934490321,6365.423838,0,0,Angry
0.141188424,3.076905735,6365.45322,0,0,Angry
0.173916136,3.483764992,6365.450299,0,0,Angry
0.172150239,2.782486461,6365.444754,0,0,Angry
0.153572532,3.830680038,6365.422837,0,0,Angry
0.17179657,4.227755238,6365.430166,0,0,Normal
0.159996422,3.641563174,6365.399738,0,0,Angry
0.13623863,3.169993529,6365.408602,0,0,Angry
0.051106249,4.524364272,6928.36561,0,0,Normal
0.06077173,4.698326657,6928.389445,0,0,Normal
0.047267633,4.597476061,6928.352476,0,0,Normal
0.03392956,4.304080398,6928.410347,0,0,Normal
0.045370116,4.28649467,6928.416887,0,0,Normal
0.049230473,4.69453923,6928.406205,0,0,Normal
0.044293446,4.184342063,6928.444866,0,0,Normal
0.057218037,4.52256064,6928.382854,0,0,Normal
0.043109133,4.559050153,6928.39117,0,0,Normal
0.063843209,4.355284302,6928.37973,0,0,Normal
0.121844939,3.21978243,6365.462645,0,0,Angry
0.168836654,3.109375828,6365.446105,0,0,Angry
0.150480776,2.70083177,6365.446105,0,0,Angry
0.172523648,3.13475804,6365.456248,0,0,Angry
0.15850304,3.574338476,6365.446105,0,0,Angry
0.17284897,2.905699879,6365.439573,0,0,Angry
0.146363178,3.37960331,6365.451747,0,0,Angry
0.162572309,3.209086734,6365.457803,0,0,Angry
0.1198356,3.505677223,6365.446105,0,0,Angry
